Geography2,Area Code3,Area,Pre 1900,1900 to 1918,1919 to 1929,1930 to 1939,1945 to 1954,1955 to 1964,1965 to 1972,1973 to 1982,1983 to 1992,1993 to 1999,2000 to 2009,2010 to 2012,Unknown1,Total
LSOA,E01001735,Hackney 019D,110,30,50,0,0,40,0,360,70,40,0,10,0,700.00 
LSOA,E01001838,Hackney 019E,40,10,0,0,120,250,170,40,0,0,30,10,0,660.00 
LSOA,E01001850,Hackney 019F,10,0,0,0,90,310,260,0,0,0,40,0,0,710.00 
MSOA,E02000364,Hackney 020,"2,140",280,0,10,260,200,150,220,100,100,310,230,10,4010.00 
LSOA,E01001748,Hackney 020A,530,90,0,10,30,30,0,20,50,30,210,90,0,1070.00 
LSOA,E01001749,Hackney 020B,590,70,0,0,30,10,0,30,30,20,20,10,10,830.00 
LSOA,E01001763,Hackney 020C,340,20,0,0,100,0,100,50,20,0,10,130,0,780.00 
LSOA,E01001816,Hackney 020D,290,30,0,0,80,110,0,100,10,10,10,10,0,650.00 
LSOA,E01001819,Hackney 020E,390,60,0,0,20,40,50,30,0,40,70,0,0,690.00 
MSOA,E02000365,Hackney 021,"2,130",480,120,10,200,170,480,380,170,590,970,540,60,6270.00 
LSOA,E01001744,Hackney 021B,250,10,0,0,120,20,70,200,20,20,80,80,0,870.00 
LSOA,E01001750,Hackney 021C,280,110,0,0,10,20,290,30,20,40,80,90,0,970.00 
LSOA,E01001751,Hackney 021D,460,110,0,0,10,0,0,20,10,40,10,0,10,670.00 
LSOA,E01001756,Hackney 021E,460,140,10,0,10,130,0,20,70,10,150,0,10,990.00 
LSOA,E01033698,Hackney 021F,10,0,0,0,0,0,110,0,10,240,160,0,0,540.00 
LSOA,E01033699,Hackney 021G,340,70,10,0,20,0,0,0,20,20,70,0,10,550.00 
LSOA,E01033700,Hackney 021H,150,30,90,0,10,0,0,110,10,30,290,350,20,1080.00 
LSOA,E01033707,Hackney 021I,190,30,10,0,20,0,0,10,0,190,130,10,10,600.00 
MSOA,E02000366,Hackney 022,"1,560",190,0,320,360,270,140,210,290,120,150,40,30,3690.00 
LSOA,E01001836,Hackney 022A,410,50,0,0,0,160,30,70,40,0,70,20,10,870.00 
LSOA,E01001840,Hackney 022B,110,10,0,70,180,50,90,40,50,90,30,0,0,730.00 
LSOA,E01001841,Hackney 022C,260,10,0,90,40,10,0,30,150,0,10,0,0,610.00 
LSOA,E01001844,Hackney 022D,490,110,0,0,0,20,0,30,20,20,30,0,10,750.00 
LSOA,E01001845,Hackney 022E,290,10,0,160,130,20,20,40,40,10,10,10,10,730.00 
MSOA,E02000367,Hackney 023,950,240,130,440,420,240,70,130,240,490,920,80,20,4370.00 
LSOA,E01001837,Hackney 023B,210,0,0,0,10,20,50,110,190,80,20,0,0,690.00 
LSOA,E01001839,Hackney 023C,180,30,40,50,280,150,0,10,0,20,200,30,10,1000.00 
LSOA,E01001842,Hackney 023D,100,40,40,200,80,10,0,0,20,60,100,10,0,650.00 
LSOA,E01001843,Hackney 023E,110,30,0,40,0,0,0,10,10,300,20,0,0,520.00 
LSOA,E01033704,Hackney 023F,170,110,10,0,40,0,0,0,10,30,460,10,10,860.00 
LSOA,E01033712,Hackney 023G,200,30,50,150,10,60,20,0,10,10,120,20,0,660.00 
MSOA,E02000368,Hackney 024,490,20,30,40,740,980,370,490,410,50,250,130,0,3990.00 
LSOA,E01001772,Hackney 024A,0,0,0,0,150,260,0,0,40,10,0,100,0,570.00 
LSOA,E01001774,Hackney 024B,150,10,0,0,260,150,30,0,40,20,180,0,0,850.00 
LSOA,E01001775,Hackney 024C,60,0,20,30,320,100,0,30,80,10,30,10,0,690.00 
LSOA,E01001815,Hackney 024D,180,0,0,0,0,170,60,80,140,0,20,0,0,660.00 
LSOA,E01001820,Hackney 024E,60,0,0,10,0,130,30,240,110,0,10,10,0,620.00 
LSOA,E01001821,Hackney 024F,40,0,0,0,10,170,250,130,0,0,10,0,0,610.00 
MSOA,E02000369,Hackney 025,260,80,190,170,820,650,890,40,240,310,"1,240",780,80,5730.00 
LSOA,E01001752,Hackney 025A,70,20,0,0,210,10,160,0,0,20,510,160,70,1220.00 
LSOA,E01001753,Hackney 025B,40,0,0,0,80,20,500,0,0,10,30,30,0,700.00 
LSOA,E01001754,Hackney 025C,50,40,110,140,220,30,100,0,0,50,400,370,10,1520.00 
LSOA,E01001755,Hackney 025D,50,20,60,20,150,220,10,0,90,0,130,0,10,740.00 
LSOA,E01001773,Hackney 025E,30,0,20,10,150,40,60,0,90,200,170,140,0,920.00 
LSOA,E01001776,Hackney 025F,30,0,0,0,10,330,60,40,50,30,0,90,0,640.00 
MSOA,E02000370,Hackney 026,230,50,0,200,"1,200",690,360,150,40,90,630,100,50,3780.00 
LSOA,E01001779,Hackney 026A,160,20,0,0,360,180,0,30,0,40,290,40,20,1150.00 
LSOA,E01001781,Hackney 026B,10,10,0,0,220,320,110,0,0,30,10,10,0,720.00 
LSOA,E01001782,Hackney 026C,50,20,0,40,350,100,0,120,30,20,290,10,20,1060.00 
LSOA,E01001783,Hackney 026D,0,0,0,160,270,90,250,0,0,0,30,50,0,850.00 
MSOA,E02000371,Hackney 027,"1,130",470,20,380,"1,040",810,490,140,60,150,"1,340",630,580,7230.00 
LSOA,E01001777,Hackney 027B,90,10,0,20,160,360,180,0,30,20,180,0,10,1060.00 
LSOA,E01001780,Hackney 027D,90,150,0,0,320,140,140,20,0,0,50,0,0,910.00 
LSOA,E01001784,Hackney 027E,110,0,0,80,240,140,60,120,10,0,80,20,0,850.00 
LSOA,E01033706,Hackney 027F,190,90,10,110,50,0,40,0,0,30,290,250,0,1060.00 
LSOA,E01033708,Hackney 027G,470,190,10,0,70,40,0,0,20,30,150,130,10,1120.00 
LSOA,E01033709,Hackney 027H,60,0,0,80,150,50,50,0,0,60,330,40,10,830.00 
LSOA,E01033711,Hackney 027I,130,30,0,90,40,80,20,0,0,10,270,180,550,1400.00 
MSOA,E02006918,Hackney 028,390,80,110,370,170,180,20,350,310,40,"1,030",80,10,3150.00 
LSOA,E01001798,Hackney 028A,250,30,50,20,10,120,0,190,0,30,40,0,10,750.00 
LSOA,E01001828,Hackney 028B,80,30,10,320,120,60,10,0,60,0,90,40,10,830.00 
LSOA,E01033702,Hackney 028C,20,0,30,0,50,0,0,40,130,0,210,40,0,520.00 
LSOA,E01033705,Hackney 028D,40,20,20,10,0,0,0,110,30,10,300,0,0,530.00 
LSOA,E01033710,Hackney 028E,0,0,0,20,0,0,0,10,90,0,400,0,0,520.00 
MSOA,E02006921,Hackney 029,560,240,260,660,650,100,60,80,170,20,80,50,10,2930.00 
LSOA,E01001722,Hackney 029A,210,20,10,230,130,30,10,20,80,20,70,50,0,870.00 
LSOA,E01001728,Hackney 029B,50,70,170,220,80,10,20,10,0,0,0,0,0,630.00 
LSOA,E01001822,Hackney 029C,160,20,40,60,390,60,0,0,0,0,10,0,10,740.00 
LSOA,E01001827,Hackney 029D,140,140,40,150,50,0,30,50,80,0,0,0,0,700.00 
LAU2,E09000013,Hammersmith and Fulham,"44,290","7,120","3,390","5,520","2,200","3,050","3,010","3,570","3,860","1,930","4,260","1,330",390,83910.00 
MSOA,E02000372,Hammersmith and Fulham 001,490,290,"1,440",190,170,10,60,80,280,60,630,70,30,3800.00 
LSOA,E01001874,Hammersmith and Fulham 001A,70,220,170,50,50,0,50,0,200,0,180,10,0,1010.00 
LSOA,E01001875,Hammersmith and Fulham 001B,30,20,550,70,0,10,0,0,0,0,0,0,0,670.00 
LSOA,E01001876,Hammersmith and Fulham 001C,0,60,100,70,120,0,0,80,30,30,400,20,30,930.00 
LSOA,E01001877,Hammersmith and Fulham 001D,400,0,0,0,0,0,0,0,50,30,60,40,0,580.00 
LSOA,E01001878,Hammersmith and Fulham 001E,0,0,620,0,0,0,0,0,0,0,0,0,0,620.00 
MSOA,E02000373,Hammersmith and Fulham 002,30,30,270,"1,750",180,0,90,0,10,40,30,0,10,2450.00 
LSOA,E01001955,Hammersmith and Fulham 002A,30,30,230,180,90,0,50,0,10,10,30,0,0,670.00 
LSOA,E01001957,Hammersmith and Fulham 002B,0,0,40,460,90,0,0,0,0,20,0,0,10,620.00 
LSOA,E01001958,Hammersmith and Fulham 002C,0,0,0,570,0,0,50,0,0,0,0,0,0,610.00 
LSOA,E01001961,Hammersmith and Fulham 002D,0,0,0,540,0,0,0,0,0,0,0,0,0,550.00 
MSOA,E02000374,Hammersmith and Fulham 003,780,820,520,60,10,70,0,110,60,20,170,0,10,2620.00 
LSOA,E01001954,Hammersmith and Fulham 003A,120,360,10,40,0,30,0,30,60,10,0,0,10,650.00 
LSOA,E01001956,Hammersmith and Fulham 003B,200,230,50,0,0,40,0,80,0,10,0,0,0,610.00 
LSOA,E01001959,Hammersmith and Fulham 003C,0,0,460,20,0,0,0,0,0,0,130,0,0,610.00 
LSOA,E01001960,Hammersmith and Fulham 003D,460,230,0,0,10,0,0,0,0,0,50,0,0,750.00 
MSOA,E02000375,Hammersmith and Fulham 004,"1,670",180,30,0,140,120,800,0,30,50,280,90,20,3410.00 
LSOA,E01001943,Hammersmith and Fulham 004A,700,0,20,0,0,80,0,0,0,20,110,90,10,1030.00 
LSOA,E01001944,Hammersmith and Fulham 004B,0,0,0,0,0,0,770,0,30,0,120,0,0,920.00 
LSOA,E01001945,Hammersmith and Fulham 004C,460,170,10,0,20,0,30,0,0,30,40,0,0,780.00 
LSOA,E01001946,Hammersmith and Fulham 004D,510,0,0,0,120,40,0,0,0,0,10,0,0,680.00 
MSOA,E02000376,Hammersmith and Fulham 005,"2,560",130,10,0,50,30,150,0,80,120,50,80,30,3280.00 
LSOA,E01001862,Hammersmith and Fulham 005A,780,0,0,0,40,0,10,0,0,0,10,70,0,900.00 
LSOA,E01001940,Hammersmith and Fulham 005B,470,0,0,0,0,20,140,0,70,30,20,0,10,760.00 
LSOA,E01001941,Hammersmith and Fulham 005C,470,130,10,0,0,0,0,0,10,90,20,0,20,740.00 
LSOA,E01001942,Hammersmith and Fulham 005D,840,0,0,0,10,10,0,0,10,0,0,10,0,880.00 
MSOA,E02000377,Hammersmith and Fulham 006,"2,460",100,100,90,110,180,0,90,100,250,70,10,10,3580.00 
LSOA,E01001858,Hammersmith and Fulham 006A,330,60,0,60,90,20,0,0,0,100,40,0,0,710.00 
LSOA,E01001860,Hammersmith and Fulham 006B,420,0,0,40,0,150,0,20,50,100,10,0,10,810.00 
LSOA,E01001861,Hammersmith and Fulham 006C,510,30,100,0,10,0,0,0,20,0,10,0,0,680.00 
LSOA,E01001863,Hammersmith and Fulham 006D,580,10,0,0,10,20,0,0,10,30,10,0,0,660.00 
LSOA,E01001864,Hammersmith and Fulham 006E,620,0,0,0,0,0,0,70,10,10,0,0,0,720.00 
MSOA,E02000378,Hammersmith and Fulham 007,"2,380",110,0,250,110,70,260,240,0,30,10,30,20,3520.00 
LSOA,E01001852,Hammersmith and Fulham 007A,990,0,0,0,0,0,10,10,0,10,0,20,10,1030.00 
LSOA,E01001853,Hammersmith and Fulham 007B,600,70,0,0,0,0,20,10,0,10,0,10,0,720.00 
LSOA,E01001854,Hammersmith and Fulham 007C,640,20,0,180,60,20,30,0,0,20,10,0,0,970.00 
LSOA,E01001857,Hammersmith and Fulham 007D,150,20,0,70,50,50,200,230,0,0,0,10,10,790.00 
MSOA,E02000379,Hammersmith and Fulham 008,"1,210",410,70,390,0,90,30,10,310,90,540,160,10,3330.00 
LSOA,E01001859,Hammersmith and Fulham 008A,110,200,0,250,0,0,10,0,190,0,320,130,0,1210.00 
LSOA,E01001865,Hammersmith and Fulham 008B,560,30,0,0,0,0,0,0,10,20,10,30,10,680.00 
LSOA,E01001927,Hammersmith and Fulham 008C,230,170,70,10,0,0,10,0,40,0,0,0,0,540.00 
LSOA,E01001930,Hammersmith and Fulham 008D,300,10,0,130,0,90,10,10,70,70,190,0,10,900.00 
MSOA,E02000380,Hammersmith and Fulham 009,"2,230",10,0,0,10,100,60,0,50,90,30,30,10,2620.00 
LSOA,E01001895,Hammersmith and Fulham 009A,620,0,0,0,0,20,0,0,10,20,0,0,0,680.00 
LSOA,E01001896,Hammersmith and Fulham 009B,490,10,0,0,0,70,60,0,0,60,0,20,0,710.00 
LSOA,E01001897,Hammersmith and Fulham 009C,570,0,0,0,10,0,0,0,0,0,20,0,0,600.00 
LSOA,E01001929,Hammersmith and Fulham 009D,540,10,0,0,0,10,0,0,40,10,10,10,0,630.00 
MSOA,E02000381,Hammersmith and Fulham 010,"3,180",50,0,0,110,80,60,10,300,20,10,10,50,3860.00 
LSOA,E01001851,Hammersmith and Fulham 010A,630,10,0,0,0,0,40,10,20,0,0,0,0,710.00 
LSOA,E01001855,Hammersmith and Fulham 010B,900,0,0,0,0,10,10,0,10,0,0,0,10,940.00 
LSOA,E01001856,Hammersmith and Fulham 010C,640,0,0,0,0,0,0,0,100,0,0,0,10,760.00 
LSOA,E01001869,Hammersmith and Fulham 010D,440,40,0,0,0,30,0,0,160,20,0,0,10,690.00 
LSOA,E01001873,Hammersmith and Fulham 010E,570,0,0,0,110,40,10,0,20,0,0,0,20,760.00 
MSOA,E02000382,Hammersmith and Fulham 011,"1,540",80,0,260,0,310,160,30,80,150,130,10,20,2750.00 
LSOA,E01001928,Hammersmith and Fulham 011A,360,70,0,0,0,110,50,0,40,40,0,0,0,680.00 
LSOA,E01001931,Hammersmith and Fulham 011B,380,10,0,250,0,0,0,0,10,0,50,0,0,700.00 
LSOA,E01001932,Hammersmith and Fulham 011C,430,0,0,0,0,140,50,0,10,0,70,0,10,720.00 
LSOA,E01001933,Hammersmith and Fulham 011D,370,0,0,10,0,60,50,20,20,100,10,0,10,640.00 
MSOA,E02000383,Hammersmith and Fulham 012,"2,160",340,180,940,130,160,30,340,240,0,20,30,10,4560.00 
LSOA,E01001866,Hammersmith and Fulham 012A,380,190,0,130,20,0,0,0,20,0,20,10,10,760.00 
LSOA,E01001867,Hammersmith and Fulham 012B,50,0,0,380,0,70,0,160,0,0,0,0,0,650.00 
LSOA,E01001868,Hammersmith and Fulham 012C,130,40,180,100,70,70,20,0,0,0,0,0,0,600.00 
LSOA,E01001870,Hammersmith and Fulham 012D,740,0,0,160,30,0,0,0,10,0,0,0,0,940.00 
LSOA,E01001871,Hammersmith and Fulham 012E,160,110,0,150,10,20,0,180,210,0,0,10,0,850.00 
LSOA,E01001872,Hammersmith and Fulham 012F,700,0,0,40,0,0,10,0,0,0,0,10,0,760.00 
MSOA,E02000384,Hammersmith and Fulham 013,"1,640",230,190,370,240,180,10,240,140,90,40,90,40,3480.00 
LSOA,E01001893,Hammersmith and Fulham 013A,40,70,70,40,110,160,0,0,40,0,0,0,0,530.00 
LSOA,E01001894,Hammersmith and Fulham 013B,290,0,0,220,10,0,0,0,20,50,10,10,30,640.00 
LSOA,E01001898,Hammersmith and Fulham 013C,720,10,0,0,0,0,0,0,0,20,20,0,10,770.00 
LSOA,E01001899,Hammersmith and Fulham 013D,250,0,0,0,120,0,0,240,80,20,0,80,0,780.00 
LSOA,E01001900,Hammersmith and Fulham 013E,330,150,120,110,20,10,0,0,0,0,0,0,0,740.00 
MSOA,E02000385,Hammersmith and Fulham 014,"2,790",60,60,100,50,20,30,0,0,0,20,10,10,3150.00 
LSOA,E01001889,Hammersmith and Fulham 014A,570,0,0,20,10,0,0,0,0,0,0,0,0,610.00 
LSOA,E01001910,Hammersmith and Fulham 014B,650,50,60,60,30,0,10,0,0,0,0,0,0,860.00 
LSOA,E01001913,Hammersmith and Fulham 014C,770,0,0,20,0,0,0,0,0,0,0,0,0,790.00 
LSOA,E01001914,Hammersmith and Fulham 014D,800,0,0,0,10,20,20,0,0,0,20,10,0,890.00 
MSOA,E02000386,Hammersmith and Fulham 015,"1,710",30,0,30,80,460,270,890,20,70,120,40,20,3730.00 
LSOA,E01001885,Hammersmith and Fulham 015A,10,0,0,0,0,260,140,160,0,40,30,0,0,640.00 
LSOA,E01001908,Hammersmith and Fulham 015B,750,20,0,30,0,0,20,0,0,0,0,0,10,840.00 
LSOA,E01001909,Hammersmith and Fulham 015C,630,10,0,0,0,20,0,200,0,0,0,40,0,900.00 
LSOA,E01001911,Hammersmith and Fulham 015D,160,0,0,0,0,170,0,350,20,0,80,0,0,770.00 
LSOA,E01001912,Hammersmith and Fulham 015E,170,0,0,0,80,0,110,180,0,30,10,0,10,580.00 
MSOA,E02000387,Hammersmith and Fulham 016,"1,180",90,0,120,20,210,190,370,370,30,30,10,0,2630.00 
LSOA,E01001886,Hammersmith and Fulham 016A,310,10,0,0,0,10,90,120,80,10,20,0,0,650.00 
LSOA,E01001887,Hammersmith and Fulham 016B,300,20,0,0,10,30,0,130,170,10,0,0,0,680.00 
LSOA,E01001890,Hammersmith and Fulham 016C,350,0,0,40,0,170,0,10,90,0,10,0,0,680.00 
LSOA,E01001892,Hammersmith and Fulham 016D,210,60,0,80,10,0,100,110,40,0,0,10,0,620.00 
MSOA,E02000388,Hammersmith and Fulham 017,"1,320","1,290",290,10,10,30,30,290,360,60,170,80,20,3960.00 
LSOA,E01001880,Hammersmith and Fulham 017A,20,110,290,0,0,0,0,30,290,0,60,0,0,800.00 
LSOA,E01001881,Hammersmith and Fulham 017B,410,200,0,0,10,20,0,10,10,10,30,70,10,780.00 
LSOA,E01001882,Hammersmith and Fulham 017C,480,190,0,0,0,0,0,0,20,30,0,20,0,740.00 
LSOA,E01001883,Hammersmith and Fulham 017D,310,200,0,0,0,0,0,120,30,30,10,0,0,700.00 
LSOA,E01001884,Hammersmith and Fulham 017E,110,580,0,0,0,10,30,130,0,0,70,0,0,940.00 
MSOA,E02000389,Hammersmith and Fulham 018,630,"1,810",20,130,90,0,60,490,70,110,40,70,10,3520.00 
LSOA,E01001888,Hammersmith and Fulham 018A,70,450,0,10,40,0,20,60,0,10,0,0,0,660.00 
LSOA,E01001891,Hammersmith and Fulham 018B,180,410,20,20,10,0,0,0,30,90,10,70,10,840.00 
LSOA,E01001917,Hammersmith and Fulham 018C,100,310,0,0,0,0,40,230,30,0,0,0,0,710.00 
LSOA,E01001918,Hammersmith and Fulham 018D,200,300,0,100,10,0,0,0,20,0,0,0,0,640.00 
LSOA,E01001919,Hammersmith and Fulham 018E,80,340,0,0,30,0,0,200,0,0,30,0,0,670.00 
MSOA,E02000390,Hammersmith and Fulham 019,"2,330",20,0,0,10,60,220,90,10,150,40,10,10,2950.00 
LSOA,E01001879,Hammersmith and Fulham 019A,480,0,0,0,0,0,20,50,0,100,10,0,0,660.00 
LSOA,E01001901,Hammersmith and Fulham 019B,700,10,0,0,0,0,10,0,0,0,0,0,0,730.00 
LSOA,E01001902,Hammersmith and Fulham 019C,730,0,0,0,0,0,40,40,0,10,20,10,0,860.00 
LSOA,E01001903,Hammersmith and Fulham 019D,420,10,0,0,0,60,150,0,10,50,0,0,0,700.00 
MSOA,E02000391,Hammersmith and Fulham 020,"2,380",90,160,10,40,100,180,80,310,150,70,10,10,3580.00 
LSOA,E01001920,Hammersmith and Fulham 020A,280,10,160,0,0,70,160,10,80,60,50,0,10,870.00 
LSOA,E01001921,Hammersmith and Fulham 020B,550,0,0,0,0,0,0,10,60,30,10,0,0,660.00 
LSOA,E01001922,Hammersmith and Fulham 020C,540,0,0,0,20,30,20,0,0,60,10,0,0,690.00 
LSOA,E01001923,Hammersmith and Fulham 020D,410,40,0,0,0,0,0,60,170,10,10,0,0,710.00 
LSOA,E01001924,Hammersmith and Fulham 020E,590,30,0,10,10,0,0,0,0,0,0,10,0,660.00 
MSOA,E02000392,Hammersmith and Fulham 021,"2,850",80,0,420,150,290,70,40,70,80,160,0,10,4210.00 
LSOA,E01001947,Hammersmith and Fulham 021A,50,0,0,310,0,130,60,0,0,50,0,0,0,600.00 
LSOA,E01001948,Hammersmith and Fulham 021B,760,0,0,0,0,0,10,0,0,10,140,0,0,920.00 
LSOA,E01001949,Hammersmith and Fulham 021C,590,10,0,60,0,0,0,10,0,0,0,0,0,670.00 
LSOA,E01001950,Hammersmith and Fulham 021D,600,30,0,0,10,0,0,0,0,0,10,0,0,650.00 
LSOA,E01001951,Hammersmith and Fulham 021E,510,10,0,0,140,10,0,0,50,20,0,0,10,730.00 
LSOA,E01001953,Hammersmith and Fulham 021F,350,40,0,50,0,160,0,30,10,0,0,0,0,630.00 
MSOA,E02000393,Hammersmith and Fulham 022,"2,150",310,10,0,30,10,0,60,80,20,10,20,10,2700.00 
LSOA,E01001904,Hammersmith and Fulham 022A,610,20,0,0,0,0,0,0,50,0,0,10,0,690.00 
LSOA,E01001905,Hammersmith and Fulham 022B,460,220,10,0,10,0,0,40,10,0,0,0,0,750.00 
LSOA,E01001906,Hammersmith and Fulham 022C,520,70,0,0,20,10,0,20,0,20,0,10,0,670.00 
LSOA,E01001907,Hammersmith and Fulham 022D,560,10,0,0,0,0,0,0,10,0,0,0,0,590.00 
MSOA,E02000394,Hammersmith and Fulham 023,"1,590",120,0,0,0,200,0,0,710,50,"1,370",450,20,4510.00 
LSOA,E01001935,Hammersmith and Fulham 023A,830,110,0,0,0,20,0,0,0,10,0,10,0,980.00 
LSOA,E01001939,Hammersmith and Fulham 023C,270,0,0,0,0,180,0,0,390,10,310,280,10,1460.00 
LSOA,E01032788,Hammersmith and Fulham 023D,490,0,0,0,0,0,0,0,50,20,40,0,0,600.00 
LSOA,E01032789,Hammersmith and Fulham 023E,0,0,0,0,0,0,0,0,0,0,570,160,0,740.00 
LSOA,E01032790,Hammersmith and Fulham 023F,0,0,0,0,0,0,0,0,260,10,450,0,0,720.00 
MSOA,E02000395,Hammersmith and Fulham 024,"1,520",420,0,410,10,70,160,100,90,40,50,0,10,2870.00 
LSOA,E01001915,Hammersmith and Fulham 024A,40,370,0,120,0,0,20,40,0,30,20,0,0,640.00 
LSOA,E01001916,Hammersmith and Fulham 024B,200,30,0,270,0,10,140,0,90,0,0,0,0,750.00 
LSOA,E01001926,Hammersmith and Fulham 024C,620,0,0,0,0,0,0,0,0,0,10,0,0,640.00 
LSOA,E01001952,Hammersmith and Fulham 024D,660,10,0,10,10,60,0,60,10,10,20,0,0,850.00 
MSOA,E02000396,Hammersmith and Fulham 025,"1,520",70,50,10,430,210,110,0,80,180,180,20,10,2860.00 
LSOA,E01001925,Hammersmith and Fulham 025A,520,30,0,0,0,40,20,0,0,10,10,10,0,630.00 
LSOA,E01001934,Hammersmith and Fulham 025B,0,20,30,0,430,0,0,0,70,150,0,0,0,710.00 
LSOA,E01001937,Hammersmith and Fulham 025C,700,20,20,0,0,0,0,0,10,0,10,0,0,770.00 
LSOA,E01001938,Hammersmith and Fulham 025D,310,0,0,10,0,180,90,0,0,20,160,10,0,760.00 
LAU2,E09000014,Haringey,"41,130","19,920","7,880","4,560","2,480","3,710","7,500","6,590","2,930","2,530","4,640","2,000",190,106050.00 
MSOA,E02000397,Haringey 001,"2,120",190,40,70,40,110,450,250,10,40,130,40,0,3480.00 
LSOA,E01001969,Haringey 001A,470,80,10,50,10,10,40,120,0,30,20,10,0,860.00 
LSOA,E01001971,Haringey 001B,240,30,10,0,10,50,290,130,0,10,50,10,0,820.00 
LSOA,E01001974,Haringey 001C,760,60,20,0,10,30,70,0,10,0,20,20,0,980.00 
LSOA,E01001975,Haringey 001D,660,20,0,20,10,20,40,0,10,0,50,0,0,820.00 
MSOA,E02000398,Haringey 002,790,180,180,210,50,150,860,220,180,50,80,20,0,2970.00 
LSOA,E01002036,Haringey 002A,150,40,80,160,10,110,50,80,0,0,30,10,0,710.00 
LSOA,E01002037,Haringey 002B,180,10,60,0,0,0,160,120,160,0,40,0,0,740.00 
LSOA,E01002039,Haringey 002C,0,0,0,10,0,0,590,0,0,30,0,0,0,640.00 
LSOA,E01002040,Haringey 002D,470,130,40,40,40,40,70,10,30,20,10,0,0,880.00 
MSOA,E02000400,Haringey 004,310,470,470,330,260,100,340,30,170,200,390,50,0,3120.00 
LSOA,E01001962,Haringey 004A,50,170,150,90,100,50,0,10,0,0,40,0,0,650.00 
LSOA,E01001970,Haringey 004B,120,40,70,10,70,50,70,0,0,190,90,40,0,750.00 
LSOA,E01001972,Haringey 004C,100,230,40,0,10,0,210,20,120,20,0,10,0,750.00 
LSOA,E01001973,Haringey 004D,40,30,220,220,80,0,70,0,50,0,260,0,0,970.00 
MSOA,E02000401,Haringey 005,80,340,"1,380",230,0,0,40,200,110,20,30,20,0,2440.00 
LSOA,E01002090,Haringey 005A,0,0,160,230,0,0,0,110,20,20,0,0,0,540.00 
LSOA,E01002093,Haringey 005B,0,0,490,0,0,0,40,40,60,0,20,10,0,680.00 
LSOA,E01002096,Haringey 005C,0,0,540,0,0,0,0,50,30,0,0,0,0,620.00 
LSOA,E01002097,Haringey 005D,80,340,200,0,0,0,0,0,0,0,0,0,0,610.00 
MSOA,E02000402,Haringey 006,180,510,830,170,160,110,50,20,310,70,90,0,0,2500.00 
LSOA,E01002091,Haringey 006A,0,0,340,120,0,110,50,20,0,0,0,0,0,650.00 
LSOA,E01002092,Haringey 006B,0,0,20,60,160,0,0,0,310,70,80,0,0,690.00 
LSOA,E01002094,Haringey 006C,20,220,300,0,0,0,0,0,0,10,0,0,0,540.00 
LSOA,E01002095,Haringey 006D,160,290,170,0,10,0,0,0,0,0,0,0,0,620.00 
MSOA,E02000403,Haringey 007,"1,230","1,150",110,30,20,40,40,140,60,50,40,50,20,2990.00 
LSOA,E01002098,Haringey 007A,550,20,0,0,10,0,0,10,40,0,0,50,10,680.00 
LSOA,E01002101,Haringey 007B,20,600,90,20,0,0,0,0,0,0,0,0,0,720.00 
LSOA,E01002102,Haringey 007C,200,410,10,0,0,20,0,40,0,20,30,0,0,740.00 
LSOA,E01002105,Haringey 007D,470,120,10,10,20,20,40,90,20,30,10,0,0,840.00 
MSOA,E02000404,Haringey 008,240,780,360,200,50,200,380,170,0,60,230,20,0,2690.00 
LSOA,E01002099,Haringey 008A,70,10,0,0,10,160,280,170,0,30,110,0,0,840.00 
LSOA,E01002100,Haringey 008B,100,190,180,40,20,10,50,0,0,0,90,0,0,690.00 
LSOA,E01002103,Haringey 008C,40,360,100,30,10,10,50,0,0,10,30,20,0,660.00 
LSOA,E01002104,Haringey 008D,30,220,80,130,10,20,0,0,0,20,0,0,0,510.00 
MSOA,E02000405,Haringey 009,520,"1,310",310,120,30,50,90,20,0,30,30,0,0,2500.00 
LSOA,E01001963,Haringey 009A,70,400,70,50,30,10,30,0,0,10,10,0,0,680.00 
LSOA,E01001964,Haringey 009B,300,220,70,20,0,20,0,0,0,20,10,0,0,660.00 
LSOA,E01001965,Haringey 009C,120,440,10,20,0,0,60,0,0,0,0,0,0,650.00 
LSOA,E01001966,Haringey 009D,40,240,140,20,0,30,10,10,0,0,20,0,0,520.00 
MSOA,E02000406,Haringey 010,"1,620",690,110,120,10,10,80,0,0,10,20,0,0,2670.00 
LSOA,E01002027,Haringey 010A,190,330,10,0,0,0,30,0,0,0,0,0,0,560.00 
LSOA,E01002028,Haringey 010B,240,340,50,10,10,0,0,0,0,0,0,0,0,640.00 
LSOA,E01002032,Haringey 010C,620,0,30,70,0,10,30,0,0,0,10,0,0,770.00 
LSOA,E01002033,Haringey 010D,570,20,30,40,0,0,20,0,0,10,20,0,0,710.00 
MSOA,E02000407,Haringey 011,"1,170","1,110",60,60,0,0,320,10,40,140,190,20,20,3140.00 
LSOA,E01001976,Haringey 011A,260,410,10,10,0,0,30,0,0,0,0,0,0,720.00 
LSOA,E01001977,Haringey 011B,110,440,30,10,0,0,60,0,0,0,0,0,0,650.00 
LSOA,E01001978,Haringey 011C,450,100,10,50,0,0,190,10,10,10,30,0,10,870.00 
LSOA,E01001979,Haringey 011D,350,160,10,0,0,0,50,0,20,130,170,20,10,910.00 
